model_name,dataset,method,pool_factor,ndcg@10,mrr@10,map@100,recall@10,recall@100,model_path,results_dir,results_json
fiqa-pool-kmeans-all,nfcorpus,kmeans_sk,2,0.3595954948066223,0.5813958916900093,0.1557750586235952,0.17154091972550886,0.20579231767242384,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool2_kmeans_ds_nfcorpus_k20_d300.json
fiqa-pool-kmeans-all,nfcorpus,kmeans_sk,3,0.3541107468149358,0.5775210084033613,0.15145014317686056,0.17221462343979185,0.20286727402618918,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool3_kmeans_ds_nfcorpus_k20_d300.json
fiqa-pool-kmeans-all,nfcorpus,kmeans_sk,4,0.3518904691718085,0.5642562288073124,0.15206088585264807,0.17352173330589812,0.20232959373110443,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool4_kmeans_ds_nfcorpus_k20_d300.json
fiqa-pool-kmeans-all,nfcorpus,kmeans_sk,5,0.3512098976686002,0.5670856061722934,0.15134728732761105,0.1692535019316867,0.2016340225363531,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool5_kmeans_ds_nfcorpus_k20_d300.json
fiqa-pool-kmeans-all,nfcorpus,kmeans_sk,6,0.3506066608478341,0.5581367634773208,0.15181456633986945,0.1694993763331114,0.2037220767103433,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool6_kmeans_ds_nfcorpus_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,1,0.15757240554476418,0.2781591269841269,0.09981407824388089,0.16451666666666664,0.22165,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool1_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,2,0.1559609814722362,0.2796420634920635,0.09846988900203683,0.1613166666666667,0.2164,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool2_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,3,0.15509248815762522,0.275225,0.09780233850085243,0.16121666666666667,0.21530000000000002,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool3_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,4,0.15402752703519793,0.27207301587301586,0.09645813370839687,0.16221666666666668,0.21555000000000002,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool4_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,5,0.15420408005255123,0.26859484126984123,0.09533043310963203,0.16523333333333334,0.2179,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool5_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scidocs,kmeans_sk,6,0.15278665108930672,0.2658230158730159,0.09383395579996198,0.16438333333333333,0.21495000000000003,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool6_kmeans_ds_scidocs_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,1,0.7364323673999426,0.7065092592592592,0.6957535997599466,0.8535555555555555,0.8846666666666666,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool1_kmeans_ds_scifact_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,2,0.729575361482949,0.7018227513227513,0.690810645638045,0.8413333333333333,0.8776666666666667,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool2_kmeans_ds_scifact_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,3,0.7207812504534188,0.6954206349206349,0.6855010110632401,0.8257777777777778,0.881,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool3_kmeans_ds_scifact_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,4,0.7296824703086421,0.7004246031746032,0.6913002600713127,0.8425555555555556,0.8776666666666667,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool4_kmeans_ds_scifact_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,5,0.7313138620210642,0.7052526455026455,0.6970474400327341,0.8302222222222222,0.8620000000000001,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool5_kmeans_ds_scifact_k20_d300.json
fiqa-pool-kmeans-all,scifact,kmeans_sk,6,0.7146092798352773,0.6879841269841269,0.6791307036473445,0.8197777777777778,0.8775555555555555,examples/pooling/train/output/fiqa-pool-kmeans-all/final,examples/pooling/evaluation/results/fiqa-pool-kmeans-all/beir_selection/beir_pooling_sweep_20260324_112146,beir_examples_pooling_train_output_fiqa-pool-kmeans-all_final_pool6_kmeans_ds_scifact_k20_d300.json
fiqa-pool-span-all,fiqa,span,1,0.36512593315415026,0.4510000244953949,0.30845886224962993,0.41146016620553655,0.4904905494025864,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool1_span_ds_fiqa_k20_d300.json
fiqa-pool-span-all,fiqa,span,2,0.34370509017324036,0.4163861943954537,0.2861560153900795,0.39961179938031793,0.46356888567536714,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool2_span_ds_fiqa_k20_d300.json
fiqa-pool-span-all,fiqa,span,3,0.32054881279217157,0.3927395649617872,0.2635331049056464,0.37696519444204635,0.45400634602023493,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool3_span_ds_fiqa_k20_d300.json
fiqa-pool-span-all,fiqa,span,4,0.3069196696193528,0.3760563639035861,0.24997966363398047,0.36488840805970435,0.43156795193832237,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool4_span_ds_fiqa_k20_d300.json
fiqa-pool-span-all,fiqa,span,5,0.28919826485442784,0.3564110572212424,0.2343500414569593,0.3456313919276882,0.42201244828559636,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool5_span_ds_fiqa_k20_d300.json
fiqa-pool-span-all,fiqa,span,6,0.27805990068475733,0.3423427395649618,0.22375626666362655,0.33438377466155245,0.3953958464375131,examples/pooling/train/output/fiqa-pool-span-all/final,examples/pooling/evaluation/results/fiqa-pool-span-all/beir_selection/beir_pooling_sweep_20260325_183140,beir_examples_pooling_train_output_fiqa-pool-span-all_final_pool6_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,1,0.3835061345802384,0.4609310699588478,0.32113170116008394,0.44537782604912235,0.5312398078601782,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,2,0.3767843435210525,0.4587258720360572,0.3140067433852891,0.43311470765174476,0.5062072957906292,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,3,0.3650828292153054,0.4445748824221046,0.2995715478144207,0.43266766669544443,0.5044239925026962,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,4,0.35425998062342884,0.43088195669214185,0.28829086779724583,0.42021610077165633,0.4839696697335586,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,5,0.3438823952218426,0.4244323192239859,0.28229315177371933,0.4014164975970532,0.47197427486779336,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,hierarchical,6,0.3304496595753845,0.40335035763276506,0.2670956019857052,0.3965626408913446,0.4706300900745346,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_hierarchical_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,1,0.3835061345802384,0.4609310699588478,0.32113170116008394,0.44537782604912235,0.5312398078601782,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,2,0.3774516800167716,0.4536308299039781,0.3103533047283713,0.4480889480889481,0.5102361758611759,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,3,0.36417869585366397,0.44084852047815015,0.3030267395692017,0.42212740962740963,0.5057425513444032,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,4,0.35554808034385477,0.4313749265138154,0.29220833158376325,0.42010347762662575,0.4899766471525731,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,5,0.34120775331003456,0.4219374632569077,0.2822392420074182,0.39029681309773895,0.4664536252499215,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,kmeans_sk,6,0.32303308425078764,0.4044526504017245,0.26371985449882657,0.37669258896110747,0.45973637559285707,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_kmeans_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,1,0.3835061345802384,0.4609310699588478,0.32113170116008394,0.44537782604912235,0.5312398078601782,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,2,0.3598032006787906,0.4300981040564374,0.2949186666881357,0.42866823677008864,0.49231215029826136,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,3,0.32425942136010727,0.4014538016852831,0.2639024313651519,0.38316262355614206,0.45222005789135417,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,4,0.2986149259018445,0.3609665882814031,0.2424129977014229,0.3605318849531812,0.43551364187938263,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,5,0.2946671252964672,0.36977574466000396,0.23841187567389263,0.34606735428494695,0.40854614349984714,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_span_ds_fiqa_k20_d300.json
mixedbread-ai,fiqa,span,6,0.2672374701445076,0.34315292475014697,0.21458481581280142,0.31615174092025944,0.38272254151883783,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_span_ds_fiqa_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,1,0.3543991921827946,0.5673092043835077,0.15334287400730068,0.17053818024830916,0.20620652033996964,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,2,0.35153702721043617,0.5670954346650942,0.15175415200160688,0.17305422193785194,0.20610928859298405,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,3,0.34392221024075564,0.5593554965845987,0.1475632223624596,0.16754406722077614,0.1952379123504605,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,4,0.34197630988115596,0.5555297557619538,0.14611561007444274,0.16937338504950414,0.19470927789834094,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,5,0.3394390653354151,0.561921961767163,0.14439944794918774,0.16778399464967392,0.19472907794646513,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,hierarchical,6,0.3395996449758731,0.5520738119809326,0.14271650626735485,0.16712640876649343,0.19441002112170688,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_hierarchical_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,1,0.3543991921827946,0.5673092043835077,0.15334287400730068,0.17053818024830916,0.20620652033996964,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,2,0.3498434482889325,0.5662772126394416,0.14941542462864374,0.16858927357688622,0.2022592660338959,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,3,0.34810746736439513,0.552360066833751,0.15015947759532286,0.17064223018503863,0.20295868231763173,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,4,0.3450124252325741,0.5567730601012335,0.14712328313043765,0.16886889322157297,0.19594380971032446,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,5,0.3443044081500145,0.5648791095385522,0.14603903829637938,0.16807364148390058,0.19406651320896087,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool5_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,kmeans_sk,6,0.337074248554775,0.5570249152292497,0.14263545839304034,0.1644906829003524,0.18689230665229942,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool6_kmeans_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,span,1,0.3543991921827946,0.5673092043835077,0.15334287400730068,0.17053818024830916,0.20620652033996964,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool1_span_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,span,2,0.3359649650515064,0.5447257850508624,0.14173833659482724,0.16101703831431233,0.19403772435880853,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool2_span_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,span,3,0.3238746918317802,0.5218634822349992,0.13569228321321952,0.15784749852609822,0.18862214033855276,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool3_span_ds_nfcorpus_k20_d300.json
mixedbread-ai,nfcorpus,span,4,0.3081656435717123,0.5094021819254017,0.12524035562239208,0.14880954653831674,0.17740893503425242,mixedbread-ai/mxbai-edge-colbert-v0-32m,examples/pooling/evaluation/results/beir_selection/beir_pooling_sweep_20260216_112107,beir_mixedbread-ai_mxbai-edge-colbert-v0-32m_pool4_span_ds_nfcorpus_k20_d300.json
